holeid,from,to,TEMP,start_x,start_y,start_z,mid_x,mid_y,mid_z,end_x,end_y,end_z
REZOVACCKE_KRCCEVINE-1,2120.0,2130.0,94.06636250000001,689340.7057,5072557.328,-1975.8436919,689340.7057,5072557.328,-1980.8436919,689340.7057,5072557.328,-1985.8436919
REZOVACCKE_KRCCEVINE-1,2130.0,2140.0,94.35004449999998,689340.7057,5072557.328,-1985.8436919,689340.7057,5072557.328,-1990.8436919,689340.7057,5072557.328,-1995.8436919
REZOVACCKE_KRCCEVINE-1,2140.0,2150.0,94.63372649999998,689340.7057,5072557.328,-1995.8436919,689340.7057,5072557.328,-2000.8436919,689340.7057,5072557.328,-2005.8436919
REZOVACCKE_KRCCEVINE-1,2150.0,2160.0,94.91740699999998,689340.7057,5072557.328,-2005.8436919,689340.7057,5072557.328,-2010.8436919,689340.7057,5072557.328,-2015.8436919
REZOVACCKE_KRCCEVINE-1,2160.0,2170.0,95.20109049999998,689340.7057,5072557.328,-2015.8436919,689340.7057,5072557.328,-2020.8436919,689340.7057,5072557.328,-2025.8436919
REZOVACCKE_KRCCEVINE-1,2170.0,2180.0,95.4847715,689340.7057,5072557.328,-2025.8436919,689340.7057,5072557.328,-2030.8436919,689340.7057,5072557.328,-2035.8436919
REZOVACCKE_KRCCEVINE-1,2180.0,2190.0,95.76845349999998,689340.7057,5072557.328,-2035.8436919,689340.7057,5072557.328,-2040.8436919,689340.7057,5072557.328,-2045.8436919
REZOVACCKE_KRCCEVINE-1,2190.0,2200.0,96.0521365,689340.7057,5072557.328,-2045.8436919,689340.7057,5072557.328,-2050.8436919,689340.7057,5072557.328,-2055.8436919
REZOVACCKE_KRCCEVINE-1,2200.0,2210.0,96.33581749999999,689340.7057,5072557.328,-2055.8436919,689340.7057,5072557.328,-2060.8436919,689340.7057,5072557.328,-2065.8436919
REZOVACCKE_KRCCEVINE-1,2210.0,2220.0,96.619501,689340.7057,5072557.328,-2065.8436919,689340.7057,5072557.328,-2070.8436919,689340.7057,5072557.328,-2075.8436919
REZOVACCKE_KRCCEVINE-1,2220.0,2230.0,96.9031835,689340.7057,5072557.328,-2075.8436919,689340.7057,5072557.328,-2080.8436919,689340.7057,5072557.328,-2085.8436919
REZOVACCKE_KRCCEVINE-1,2230.0,2240.0,97.1868625,689340.7057,5072557.328,-2085.8436919,689340.7057,5072557.328,-2090.8436919,689340.7057,5072557.328,-2095.8436919
REZOVACCKE_KRCCEVINE-1,2240.0,2250.0,97.47054550000003,689340.7057,5072557.328,-2095.8436919,689340.7057,5072557.328,-2100.8436919,689340.7057,5072557.328,-2105.8436919
REZOVACCKE_KRCCEVINE-1,2250.0,2260.0,97.75422750000001,689340.7057,5072557.328,-2105.8436919,689340.7057,5072557.328,-2110.8436919,689340.7057,5072557.328,-2115.8436919
REZOVACCKE_KRCCEVINE-1,2260.0,2270.0,98.03791100000002,689340.7057,5072557.328,-2115.8436919,689340.7057,5072557.328,-2120.8436919,689340.7057,5072557.328,-2125.8436919
REZOVACCKE_KRCCEVINE-1,2270.0,2280.0,98.32159250000001,689340.7057,5072557.328,-2125.8436919,689340.7057,5072557.328,-2130.8436919,689340.7057,5072557.328,-2135.8436919
REZOVACCKE_KRCCEVINE-1,2280.0,2290.0,98.60527450000004,689340.7057,5072557.328,-2135.8436919,689340.7057,5072557.328,-2140.8436919,689340.7057,5072557.328,-2145.8436919
REZOVACCKE_KRCCEVINE-1,2290.0,2300.0,98.88895550000002,689340.7057,5072557.328,-2145.8436919,689340.7057,5072557.328,-2150.8436919,689340.7057,5072557.328,-2155.8436919
REZOVACCKE_KRCCEVINE-1,2300.0,2310.0,99.17263650000001,689340.7057,5072557.328,-2155.8436919,689340.7057,5072557.328,-2160.8436919,689340.7057,5072557.328,-2165.8436919
REZOVACCKE_KRCCEVINE-1,2310.0,2320.0,99.4563205,689340.7057,5072557.328,-2165.8436919,689340.7057,5072557.328,-2170.8436919,689340.7057,5072557.328,-2175.8436919
REZOVACCKE_KRCCEVINE-1,2320.0,2330.0,99.74000200000002,689340.7057,5072557.328,-2175.8436919,689340.7057,5072557.328,-2180.8436919,689340.7057,5072557.328,-2185.8436919
REZOVACCKE_KRCCEVINE-1,2330.0,2340.0,100.0236835,689340.7057,5072557.328,-2185.8436919,689340.7057,5072557.328,-2190.8436919,689340.7057,5072557.328,-2195.8436919
REZOVACCKE_KRCCEVINE-1,2340.0,2350.0,100.3073675,689340.7057,5072557.328,-2195.8436919,689340.7057,5072557.328,-2200.8436919,689340.7057,5072557.328,-2205.8436919
REZOVACCKE_KRCCEVINE-1,2350.0,2360.0,100.59104749999999,689340.7057,5072557.328,-2205.8436919,689340.7057,5072557.328,-2210.8436919,689340.7057,5072557.328,-2215.8436919
REZOVACCKE_KRCCEVINE-1,2360.0,2370.0,100.87472949999996,689340.7057,5072557.328,-2215.8436919,689340.7057,5072557.328,-2220.8436919,689340.7057,5072557.328,-2225.8436919
REZOVACCKE_KRCCEVINE-1,2370.0,2380.0,101.1584125,689340.7057,5072557.328,-2225.8436919,689340.7057,5072557.328,-2230.8436919,689340.7057,5072557.328,-2235.8436919
REZOVACCKE_KRCCEVINE-1,2380.0,2390.0,101.44209399999998,689340.7057,5072557.328,-2235.8436919,689340.7057,5072557.328,-2240.8436919,689340.7057,5072557.328,-2245.8436919
REZOVACCKE_KRCCEVINE-1,2390.0,2400.0,101.72577549999998,689340.7057,5072557.328,-2245.8436919,689340.7057,5072557.328,-2250.8436919,689340.7057,5072557.328,-2255.8436919
REZOVACCKE_KRCCEVINE-1,2400.0,2410.0,102.0094585,689340.7057,5072557.328,-2255.8436919,689340.7057,5072557.328,-2260.8436919,689340.7057,5072557.328,-2265.8436919
REZOVACCKE_KRCCEVINE-1,2410.0,2420.0,102.2931405,689340.7057,5072557.328,-2265.8436919,689340.7057,5072557.328,-2270.8436919,689340.7057,5072557.328,-2275.8436919
REZOVACCKE_KRCCEVINE-1,2420.0,2430.0,102.57682249999999,689340.7057,5072557.328,-2275.8436919,689340.7057,5072557.328,-2280.8436919,689340.7057,5072557.328,-2285.8436919
REZOVACCKE_KRCCEVINE-1,2430.0,2440.0,102.860504,689340.7057,5072557.328,-2285.8436919,689340.7057,5072557.328,-2290.8436919,689340.7057,5072557.328,-2295.8436919
REZOVACCKE_KRCCEVINE-1,2440.0,2450.0,103.14418549999999,689340.7057,5072557.328,-2295.8436919,689340.7057,5072557.328,-2300.8436919,689340.7057,5072557.328,-2305.8436919
REZOVACCKE_KRCCEVINE-1,2450.0,2460.0,103.4278695,689340.7057,5072557.328,-2305.8436919,689340.7057,5072557.328,-2310.8436919,689340.7057,5072557.328,-2315.8436919
REZOVACCKE_KRCCEVINE-1,2460.0,2470.0,103.71155050000002,689340.7057,5072557.328,-2315.8436919,689340.7057,5072557.328,-2320.8436919,689340.7057,5072557.328,-2325.8436919
REZOVACCKE_KRCCEVINE-1,2470.0,2480.0,103.9952325,689340.7057,5072557.328,-2325.8436919,689340.7057,5072557.328,-2330.8436919,689340.7057,5072557.328,-2335.8436919
REZOVACCKE_KRCCEVINE-1,2480.0,2490.0,104.27891350000002,689340.7057,5072557.328,-2335.8436919,689340.7057,5072557.328,-2340.8436919,689340.7057,5072557.328,-2345.8436919
REZOVACCKE_KRCCEVINE-1,2490.0,2500.0,104.56259700000001,689340.7057,5072557.328,-2345.8436919,689340.7057,5072557.328,-2350.8436919,689340.7057,5072557.328,-2355.8436919
REZOVACCKE_KRCCEVINE-1,2500.0,2510.0,104.84627850000001,689340.7057,5072557.328,-2355.8436919,689340.7057,5072557.328,-2360.8436919,689340.7057,5072557.328,-2365.8436919
REZOVACCKE_KRCCEVINE-1,2510.0,2520.0,105.12996150000001,689340.7057,5072557.328,-2365.8436919,689340.7057,5072557.328,-2370.8436919,689340.7057,5072557.328,-2375.8436919
REZOVACCKE_KRCCEVINE-1,2520.0,2530.0,105.4136415,689340.7057,5072557.328,-2375.8436919,689340.7057,5072557.328,-2380.8436919,689340.7057,5072557.328,-2385.8436919
REZOVACCKE_KRCCEVINE-1,2530.0,2540.0,105.69732549999999,689340.7057,5072557.328,-2385.8436919,689340.7057,5072557.328,-2390.8436919,689340.7057,5072557.328,-2395.8436919
REZOVACCKE_KRCCEVINE-1,2540.0,2550.0,105.98100600000002,689340.7057,5072557.328,-2395.8436919,689340.7057,5072557.328,-2400.8436919,689340.7057,5072557.328,-2405.8436919
REZOVACCKE_KRCCEVINE-1,2550.0,2560.0,106.26468950000002,689340.7057,5072557.328,-2405.8436919,689340.7057,5072557.328,-2410.8436919,689340.7057,5072557.328,-2415.8436919
REZOVACCKE_KRCCEVINE-1,2560.0,2570.0,106.54837050000002,689340.7057,5072557.328,-2415.8436919,689340.7057,5072557.328,-2420.8436919,689340.7057,5072557.328,-2425.8436919
REZOVACCKE_KRCCEVINE-1,2570.0,2580.0,106.83205249999999,689340.7057,5072557.328,-2425.8436919,689340.7057,5072557.328,-2430.8436919,689340.7057,5072557.328,-2435.8436919
REZOVACCKE_KRCCEVINE-1,2580.0,2590.0,107.11573449999996,689340.7057,5072557.328,-2435.8436919,689340.7057,5072557.328,-2440.8436919,689340.7057,5072557.328,-2445.8436919
REZOVACCKE_KRCCEVINE-1,2590.0,2600.0,107.39941649999999,689340.7057,5072557.328,-2445.8436919,689340.7057,5072557.328,-2450.8436919,689340.7057,5072557.328,-2455.8436919
REZOVACCKE_KRCCEVINE-1,2600.0,2610.0,107.68309899999998,689340.7057,5072557.328,-2455.8436919,689340.7057,5072557.328,-2460.8436919,689340.7057,5072557.328,-2465.8436919
REZOVACCKE_KRCCEVINE-1,2610.0,2620.0,107.96678249999997,689340.7057,5072557.328,-2465.8436919,689340.7057,5072557.328,-2470.8436919,689340.7057,5072557.328,-2475.8436919
REZOVACCKE_KRCCEVINE-1,2620.0,2630.0,108.25046249999997,689340.7057,5072557.328,-2475.8436919,689340.7057,5072557.328,-2480.8436919,689340.7057,5072557.328,-2485.8436919
REZOVACCKE_KRCCEVINE-1,2630.0,2640.0,108.53414349999998,689340.7057,5072557.328,-2485.8436919,689340.7057,5072557.328,-2490.8436919,689340.7057,5072557.328,-2495.8436919
REZOVACCKE_KRCCEVINE-1,2640.0,2650.0,108.8178275,689340.7057,5072557.328,-2495.8436919,689340.7057,5072557.328,-2500.8436919,689340.7057,5072557.328,-2505.8436919
REZOVACCKE_KRCCEVINE-1,2650.0,2660.0,109.101509,689340.7057,5072557.328,-2505.8436919,689340.7057,5072557.328,-2510.8436919,689340.7057,5072557.328,-2515.8436919
REZOVACCKE_KRCCEVINE-1,2660.0,2670.0,109.38519149999998,689340.7057,5072557.328,-2515.8436919,689340.7057,5072557.328,-2520.8436919,689340.7057,5072557.328,-2525.8436919
REZOVACCKE_KRCCEVINE-1,2670.0,2680.0,109.66887249999999,689340.7057,5072557.328,-2525.8436919,689340.7057,5072557.328,-2530.8436919,689340.7057,5072557.328,-2535.8436919
REZOVACCKE_KRCCEVINE-1,2680.0,2690.0,109.95255550000002,689340.7057,5072557.328,-2535.8436919,689340.7057,5072557.328,-2540.8436919,689340.7057,5072557.328,-2545.8436919
REZOVACCKE_KRCCEVINE-1,2690.0,2700.0,110.23623650000002,689340.7057,5072557.328,-2545.8436919,689340.7057,5072557.328,-2550.8436919,689340.7057,5072557.328,-2555.8436919
REZOVACCKE_KRCCEVINE-1,2700.0,2710.0,110.51991950000001,689340.7057,5072557.328,-2555.8436919,689340.7057,5072557.328,-2560.8436919,689340.7057,5072557.328,-2565.8436919
REZOVACCKE_KRCCEVINE-1,2710.0,2720.0,110.80360000000002,689340.7057,5072557.328,-2565.8436919,689340.7057,5072557.328,-2570.8436919,689340.7057,5072557.328,-2575.8436919
REZOVACCKE_KRCCEVINE-1,2720.0,2730.0,111.08728250000001,689340.7057,5072557.328,-2575.8436919,689340.7057,5072557.328,-2580.8436919,689340.7057,5072557.328,-2585.8436919
REZOVACCKE_KRCCEVINE-1,2730.0,2740.0,111.37096650000001,689340.7057,5072557.328,-2585.8436919,689340.7057,5072557.328,-2590.8436919,689340.7057,5072557.328,-2595.8436919
REZOVACCKE_KRCCEVINE-1,2740.0,2750.0,111.65464750000001,689340.7057,5072557.328,-2595.8436919,689340.7057,5072557.328,-2600.8436919,689340.7057,5072557.328,-2605.8436919
REZOVACCKE_KRCCEVINE-1,2750.0,2760.0,111.93832850000001,689340.7057,5072557.328,-2605.8436919,689340.7057,5072557.328,-2610.8436919,689340.7057,5072557.328,-2615.8436919
REZOVACCKE_KRCCEVINE-1,2760.0,2770.0,112.22201250000002,689340.7057,5072557.328,-2615.8436919,689340.7057,5072557.328,-2620.8436919,689340.7057,5072557.328,-2625.8436919
REZOVACCKE_KRCCEVINE-1,2770.0,2780.0,112.50569300000001,689340.7057,5072557.328,-2625.8436919,689340.7057,5072557.328,-2630.8436919,689340.7057,5072557.328,-2635.8436919
REZOVACCKE_KRCCEVINE-1,2780.0,2790.0,112.7893735,689340.7057,5072557.328,-2635.8436919,689340.7057,5072557.328,-2640.8436919,689340.7057,5072557.328,-2645.8436919
REZOVACCKE_KRCCEVINE-1,2790.0,2800.0,113.07305849999999,689340.7057,5072557.328,-2645.8436919,689340.7057,5072557.328,-2650.8436919,689340.7057,5072557.328,-2655.8436919
REZOVACCKE_KRCCEVINE-1,2800.0,2810.0,113.374842,689340.7057,5072557.328,-2655.8436919,689340.7057,5072557.328,-2660.8436919,689340.7057,5072557.328,-2665.8436919
REZOVACCKE_KRCCEVINE-1,2810.0,2820.0,113.72907899999998,689340.7057,5072557.328,-2665.8436919,689340.7057,5072557.328,-2670.8436919,689340.7057,5072557.328,-2675.8436919
REZOVACCKE_KRCCEVINE-1,2820.0,2830.0,114.08664149999998,689340.7057,5072557.328,-2675.8436919,689340.7057,5072557.328,-2680.8436919,689340.7057,5072557.328,-2685.8436919
REZOVACCKE_KRCCEVINE-1,2830.0,2840.0,114.444208,689340.7057,5072557.328,-2685.8436919,689340.7057,5072557.328,-2690.8436919,689340.7057,5072557.328,-2695.8436919
REZOVACCKE_KRCCEVINE-1,2840.0,2850.0,114.80177100000003,689340.7057,5072557.328,-2695.8436919,689340.7057,5072557.328,-2700.8436919,689340.7057,5072557.328,-2705.8436919
REZOVACCKE_KRCCEVINE-1,2850.0,2860.0,115.15933450000003,689340.7057,5072557.328,-2705.8436919,689340.7057,5072557.328,-2710.8436919,689340.7057,5072557.328,-2715.8436919
REZOVACCKE_KRCCEVINE-1,2860.0,2870.0,115.516899,689340.7057,5072557.328,-2715.8436919,689340.7057,5072557.328,-2720.8436919,689340.7057,5072557.328,-2725.8436919
REZOVACCKE_KRCCEVINE-1,2870.0,2880.0,115.87446149999998,689340.7057,5072557.328,-2725.8436919,689340.7057,5072557.328,-2730.8436919,689340.7057,5072557.328,-2735.8436919
REZOVACCKE_KRCCEVINE-1,2880.0,2890.0,116.23202700000002,689340.7057,5072557.328,-2735.8436919,689340.7057,5072557.328,-2740.8436919,689340.7057,5072557.328,-2745.8436919
REZOVACCKE_KRCCEVINE-1,2890.0,2900.0,116.58958900000003,689340.7057,5072557.328,-2745.8436919,689340.7057,5072557.328,-2750.8436919,689340.7057,5072557.328,-2755.8436919
REZOVACCKE_KRCCEVINE-1,2900.0,2910.0,116.9471555,689340.7057,5072557.328,-2755.8436919,689340.7057,5072557.328,-2760.8436919,689340.7057,5072557.328,-2765.8436919
REZOVACCKE_KRCCEVINE-1,2910.0,2920.0,117.30471699999998,689340.7057,5072557.328,-2765.8436919,689340.7057,5072557.328,-2770.8436919,689340.7057,5072557.328,-2775.8436919
REZOVACCKE_KRCCEVINE-1,2920.0,2930.0,117.662283,689340.7057,5072557.328,-2775.8436919,689340.7057,5072557.328,-2780.8436919,689340.7057,5072557.328,-2785.8436919
REZOVACCKE_KRCCEVINE-1,2930.0,2940.0,118.01984550000002,689340.7057,5072557.328,-2785.8436919,689340.7057,5072557.328,-2790.8436919,689340.7057,5072557.328,-2795.8436919
REZOVACCKE_KRCCEVINE-1,2940.0,2950.0,118.37740800000003,689340.7057,5072557.328,-2795.8436919,689340.7057,5072557.328,-2800.8436919,689340.7057,5072557.328,-2805.8436919
REZOVACCKE_KRCCEVINE-1,2950.0,2960.0,118.73497099999999,689340.7057,5072557.328,-2805.8436919,689340.7057,5072557.328,-2810.8436919,689340.7057,5072557.328,-2815.8436919
REZOVACCKE_KRCCEVINE-1,2960.0,2970.0,119.0925355,689340.7057,5072557.328,-2815.8436919,689340.7057,5072557.328,-2820.8436919,689340.7057,5072557.328,-2825.8436919
REZOVACCKE_KRCCEVINE-1,2970.0,2980.0,119.45010000000002,689340.7057,5072557.328,-2825.8436919,689340.7057,5072557.328,-2830.8436919,689340.7057,5072557.328,-2835.8436919
REZOVACCKE_KRCCEVINE-1,2980.0,2990.0,119.80766450000004,689340.7057,5072557.328,-2835.8436919,689340.7057,5072557.328,-2840.8436919,689340.7057,5072557.328,-2845.8436919
REZOVACCKE_KRCCEVINE-1,2990.0,3000.0,120.165229,689340.7057,5072557.328,-2845.8436919,689340.7057,5072557.328,-2850.8436919,689340.7057,5072557.328,-2855.8436919
REZOVACCKE_KRCCEVINE-1,3000.0,3010.0,120.52279200000001,689340.7057,5072557.328,-2855.8436919,689340.7057,5072557.328,-2860.8436919,689340.7057,5072557.328,-2865.8436919
REZOVACCKE_KRCCEVINE-1,3010.0,3020.0,120.8803545,689340.7057,5072557.328,-2865.8436919,689340.7057,5072557.328,-2870.8436919,689340.7057,5072557.328,-2875.8436919
REZOVACCKE_KRCCEVINE-1,3020.0,3030.0,121.23791900000003,689340.7057,5072557.328,-2875.8436919,689340.7057,5072557.328,-2880.8436919,689340.7057,5072557.328,-2885.8436919
REZOVACCKE_KRCCEVINE-1,3030.0,3040.0,121.59548299999997,689340.7057,5072557.328,-2885.8436919,689340.7057,5072557.328,-2890.8436919,689340.7057,5072557.328,-2895.8436919
REZOVACCKE_KRCCEVINE-1,3040.0,3050.0,121.95304850000001,689340.7057,5072557.328,-2895.8436919,689340.7057,5072557.328,-2900.8436919,689340.7057,5072557.328,-2905.8436919
REZOVACCKE_KRCCEVINE-1,3050.0,3060.0,122.310611,689340.7057,5072557.328,-2905.8436919,689340.7057,5072557.328,-2910.8436919,689340.7057,5072557.328,-2915.8436919
REZOVACCKE_KRCCEVINE-1,3060.0,3070.0,122.668175,689340.7057,5072557.328,-2915.8436919,689340.7057,5072557.328,-2920.8436919,689340.7057,5072557.328,-2925.8436919
REZOVACCKE_KRCCEVINE-1,3070.0,3080.0,123.02573849999997,689340.7057,5072557.328,-2925.8436919,689340.7057,5072557.328,-2930.8436919,689340.7057,5072557.328,-2935.8436919
REZOVACCKE_KRCCEVINE-1,3080.0,3090.0,123.38330099999997,689340.7057,5072557.328,-2935.8436919,689340.7057,5072557.328,-2940.8436919,689340.7057,5072557.328,-2945.8436919
REZOVACCKE_KRCCEVINE-1,3090.0,3100.0,123.74086550000004,689340.7057,5072557.328,-2945.8436919,689340.7057,5072557.328,-2950.8436919,689340.7057,5072557.328,-2955.8436919
REZOVACCKE_KRCCEVINE-1,3100.0,3110.0,124.09842900000001,689340.7057,5072557.328,-2955.8436919,689340.7057,5072557.328,-2960.8436919,689340.7057,5072557.328,-2965.8436919
REZOVACCKE_KRCCEVINE-1,3110.0,3120.0,124.45599200000001,689340.7057,5072557.328,-2965.8436919,689340.7057,5072557.328,-2970.8436919,689340.7057,5072557.328,-2975.8436919
REZOVACCKE_KRCCEVINE-1,3120.0,3130.0,124.81355849999998,689340.7057,5072557.328,-2975.8436919,689340.7057,5072557.328,-2980.8436919,689340.7057,5072557.328,-2985.8436919
REZOVACCKE_KRCCEVINE-1,3130.0,3140.0,125.17112100000003,689340.7057,5072557.328,-2985.8436919,689340.7057,5072557.328,-2990.8436919,689340.7057,5072557.328,-2995.8436919
REZOVACCKE_KRCCEVINE-1,3140.0,3150.0,125.52868600000002,689340.7057,5072557.328,-2995.8436919,689340.7057,5072557.328,-3000.8436919,689340.7057,5072557.328,-3005.8436919
REZOVACCKE_KRCCEVINE-1,3150.0,3160.0,125.88624749999997,689340.7057,5072557.328,-3005.8436919,689340.7057,5072557.328,-3010.8436919,689340.7057,5072557.328,-3015.8436919
REZOVACCKE_KRCCEVINE-1,3160.0,3170.0,126.24381299999999,689340.7057,5072557.328,-3015.8436919,689340.7057,5072557.328,-3020.8436919,689340.7057,5072557.328,-3025.8436919
REZOVACCKE_KRCCEVINE-1,3170.0,3180.0,126.60137599999999,689340.7057,5072557.328,-3025.8436919,689340.7057,5072557.328,-3030.8436919,689340.7057,5072557.328,-3035.8436919
REZOVACCKE_KRCCEVINE-1,3180.0,3190.0,126.9589395,689340.7057,5072557.328,-3035.8436919,689340.7057,5072557.328,-3040.8436919,689340.7057,5072557.328,-3045.8436919
REZOVACCKE_KRCCEVINE-1,3190.0,3200.0,127.31650500000002,689340.7057,5072557.328,-3045.8436919,689340.7057,5072557.328,-3050.8436919,689340.7057,5072557.328,-3055.8436919
REZOVACCKE_KRCCEVINE-1,3200.0,3210.0,127.674066,689340.7057,5072557.328,-3055.8436919,689340.7057,5072557.328,-3060.8436919,689340.7057,5072557.328,-3065.8436919
REZOVACCKE_KRCCEVINE-1,3210.0,3220.0,128.03162949999998,689340.7057,5072557.328,-3065.8436919,689340.7057,5072557.328,-3070.8436919,689340.7057,5072557.328,-3075.8436919
REZOVACCKE_KRCCEVINE-1,3220.0,3230.0,128.389197,689340.7057,5072557.328,-3075.8436919,689340.7057,5072557.328,-3080.8436919,689340.7057,5072557.328,-3085.8436919
REZOVACCKE_KRCCEVINE-1,3230.0,3240.0,128.74675950000002,689340.7057,5072557.328,-3085.8436919,689340.7057,5072557.328,-3090.8436919,689340.7057,5072557.328,-3095.8436919
REZOVACCKE_KRCCEVINE-1,3240.0,3250.0,129.104321,689340.7057,5072557.328,-3095.8436919,689340.7057,5072557.328,-3100.8436919,689340.7057,5072557.328,-3105.8436919
REZOVACCKE_KRCCEVINE-1,3250.0,3260.0,129.461886,689340.7057,5072557.328,-3105.8436919,689340.7057,5072557.328,-3110.8436919,689340.7057,5072557.328,-3115.8436919
REZOVACCKE_KRCCEVINE-1,3260.0,3270.0,129.8194505,689340.7057,5072557.328,-3115.8436919,689340.7057,5072557.328,-3120.8436919,689340.7057,5072557.328,-3125.8436919
REZOVACCKE_KRCCEVINE-1,3270.0,3280.0,130.17701599999998,689340.7057,5072557.328,-3125.8436919,689340.7057,5072557.328,-3130.8436919,689340.7057,5072557.328,-3135.8436919
REZOVACCKE_KRCCEVINE-1,3280.0,3290.0,130.534579,689340.7057,5072557.328,-3135.8436919,689340.7057,5072557.328,-3140.8436919,689340.7057,5072557.328,-3145.8436919
REZOVACCKE_KRCCEVINE-1,3290.0,3300.0,130.89213949999998,689340.7057,5072557.328,-3145.8436919,689340.7057,5072557.328,-3150.8436919,689340.7057,5072557.328,-3155.8436919
REZOVACCKE_KRCCEVINE-1,3300.0,3310.0,131.24970199999998,689340.7057,5072557.328,-3155.8436919,689340.7057,5072557.328,-3160.8436919,689340.7057,5072557.328,-3165.8436919
VIROVITICA-1,1500.0,1510.0,76.87659000000002,685448.7553,5073267.093,-1265.3655396,685448.7553,5073267.093,-1270.3655396,685448.7553,5073267.093,-1275.3655396
VIROVITICA-1,1510.0,1520.0,77.340205,685448.7553,5073267.093,-1275.3655396,685448.7553,5073267.093,-1280.3655396,685448.7553,5073267.093,-1285.3655396
VIROVITICA-1,1520.0,1530.0,77.9536575,685448.7553,5073267.093,-1285.3655396,685448.7553,5073267.093,-1290.3655396,685448.7553,5073267.093,-1295.3655396
VIROVITICA-1,1530.0,1540.0,78.30698749999999,685448.7553,5073267.093,-1295.3655396,685448.7553,5073267.093,-1300.3655396,685448.7553,5073267.093,-1305.3655396
VIROVITICA-1,1540.0,1550.0,79.03339,685448.7553,5073267.093,-1305.3655396,685448.7553,5073267.093,-1310.3655396,685448.7553,5073267.093,-1315.3655396
VIROVITICA-1,1550.0,1560.0,83.7195925,685448.7553,5073267.093,-1315.3655396,685448.7553,5073267.093,-1320.3655396,685448.7553,5073267.093,-1325.3655396
VIROVITICA-1,1560.0,1570.0,82.978555,685448.7553,5073267.093,-1325.3655396,685448.7553,5073267.093,-1330.3655396,685448.7553,5073267.093,-1335.3655396
VIROVITICA-1,1570.0,1580.0,83.55680499999998,685448.7553,5073267.093,-1335.3655396,685448.7553,5073267.093,-1340.3655396,685448.7553,5073267.093,-1345.3655396
VIROVITICA-1,1580.0,1590.0,85.2921275,685448.7553,5073267.093,-1345.3655396,685448.7553,5073267.093,-1350.3655396,685448.7553,5073267.093,-1355.3655396
VIROVITICA-1,1590.0,1600.0,85.38781999999999,685448.7553,5073267.093,-1355.3655396,685448.7553,5073267.093,-1360.3655396,685448.7553,5073267.093,-1365.3655396
VIROVITICA-1,1600.0,1610.0,85.70023,685448.7553,5073267.093,-1365.3655396,685448.7553,5073267.093,-1370.3655396,685448.7553,5073267.093,-1375.3655396
VIROVITICA-1,1610.0,1620.0,84.666165,685448.7553,5073267.093,-1375.3655396,685448.7553,5073267.093,-1380.3655396,685448.7553,5073267.093,-1385.3655396
VIROVITICA-1,1620.0,1630.0,85.0477575,685448.7553,5073267.093,-1385.3655396,685448.7553,5073267.093,-1390.3655396,685448.7553,5073267.093,-1395.3655396
VIROVITICA-1,1630.0,1640.0,86.98129999999998,685448.7553,5073267.093,-1395.3655396,685448.7553,5073267.093,-1400.3655396,685448.7553,5073267.093,-1405.3655396
VIROVITICA-1,1640.0,1650.0,87.94682999999998,685448.7553,5073267.093,-1405.3655396,685448.7553,5073267.093,-1410.3655396,685448.7553,5073267.093,-1415.3655396
VIROVITICA-1,1650.0,1660.0,88.5824675,685448.7553,5073267.093,-1415.3655396,685448.7553,5073267.093,-1420.3655396,685448.7553,5073267.093,-1425.3655396
VIROVITICA-1,1660.0,1670.0,87.61303249999999,685448.7553,5073267.093,-1425.3655396,685448.7553,5073267.093,-1430.3655396,685448.7553,5073267.093,-1435.3655396
VIROVITICA-1,1670.0,1680.0,87.66129,685448.7553,5073267.093,-1435.3655396,685448.7553,5073267.093,-1440.3655396,685448.7553,5073267.093,-1445.3655396
VIROVITICA-1,1680.0,1690.0,87.302685,685448.7553,5073267.093,-1445.3655396,685448.7553,5073267.093,-1450.3655396,685448.7553,5073267.093,-1455.3655396
VIROVITICA-1,1690.0,1700.0,88.46374750000001,685448.7553,5073267.093,-1455.3655396,685448.7553,5073267.093,-1460.3655396,685448.7553,5073267.093,-1465.3655396
VIROVITICA-1,1700.0,1710.0,88.9639825,685448.7553,5073267.093,-1465.3655396,685448.7553,5073267.093,-1470.3655396,685448.7553,5073267.093,-1475.3655396
VIROVITICA-1,1710.0,1720.0,89.54855249999999,685448.7553,5073267.093,-1475.3655396,685448.7553,5073267.093,-1480.3655396,685448.7553,5073267.093,-1485.3655396
VIROVITICA-1,1720.0,1730.0,89.82412749999999,685448.7553,5073267.093,-1485.3655396,685448.7553,5073267.093,-1490.3655396,685448.7553,5073267.093,-1495.3655396
VIROVITICA-1,1730.0,1740.0,89.01425249999998,685448.7553,5073267.093,-1495.3655396,685448.7553,5073267.093,-1500.3655396,685448.7553,5073267.093,-1505.3655396
VIROVITICA-1,1740.0,1750.0,88.2084475,685448.7553,5073267.093,-1505.3655396,685448.7553,5073267.093,-1510.3655396,685448.7553,5073267.093,-1515.3655396
VIROVITICA-1,1750.0,1760.0,88.98234749999997,685448.7553,5073267.093,-1515.3655396,685448.7553,5073267.093,-1520.3655396,685448.7553,5073267.093,-1525.3655396
VIROVITICA-1,1760.0,1770.0,89.07162749999999,685448.7553,5073267.093,-1525.3655396,685448.7553,5073267.093,-1530.3655396,685448.7553,5073267.093,-1535.3655396
