holeid,x,y,z,TVD,TEMP,GM
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2320.84,2465.0,103.7115505,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2325.84,2470.0,103.853952232,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2330.84,2475.0,103.9952325,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2335.84,2480.0,104.137629767,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2340.84,2485.0,104.2789135,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2345.84,2490.0,104.421307832,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2350.84,2495.0,104.562597,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2355.84,2500.0,104.704985938,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2360.84,2505.0,104.8462785,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2365.84,2510.0,104.988663593,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2370.84,2515.0,105.1299615,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2375.84,2520.0,105.27234031,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2380.84,2525.0,105.4136415,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2385.84,2530.0,105.556017346,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2390.84,2535.0,105.6973255,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2395.84,2540.0,105.839694463,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2400.84,2545.0,105.981006,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2405.84,2550.0,106.123371172,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2410.84,2555.0,106.2646895,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2415.84,2560.0,106.407047982,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2420.84,2565.0,106.5483705,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2425.84,2570.0,106.690723903,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2430.84,2575.0,106.8320525,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2435.84,2580.0,106.974400197,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2440.84,2585.0,107.1157345,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2445.84,2590.0,107.258076373,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2450.84,2595.0,107.3994165,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2455.84,2600.0,107.541752691,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2460.84,2605.0,107.683099,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2465.84,2610.0,107.825429662,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2470.84,2615.0,107.9667825,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2475.84,2620.0,108.109105295,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2480.84,2625.0,108.2504625,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2485.84,2630.0,108.3927796,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2490.84,2635.0,108.5341435,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2495.84,2640.0,108.676455836,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2500.84,2645.0,108.8178275,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2505.84,2650.0,108.960132262,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2510.84,2655.0,109.101509,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2515.84,2660.0,109.243807888,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2520.84,2665.0,109.3851915,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2525.84,2670.0,109.527483221,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2530.84,2675.0,109.6688725,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2535.84,2680.0,109.811157982,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2540.84,2685.0,109.952554712,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2545.84,2690.0,110.094833509,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2550.84,2695.0,110.236235717,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2555.84,2700.0,110.378509022,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2560.84,2705.0,110.519918725,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2565.84,2710.0,110.662184278,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2570.84,2715.0,110.803599236,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2575.84,2720.0,110.945859283,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2580.84,2725.0,111.08728175,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2585.84,2730.0,111.229536044,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2590.84,2735.0,111.370965766,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2595.84,2740.0,111.513212067,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2600.84,2745.0,111.654646783,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2605.84,2750.0,111.796886608,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2610.84,2755.0,111.938327802,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2615.84,2760.0,112.080562673,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2620.84,2765.0,112.222011822,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2625.84,2770.0,112.364238516,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2630.84,2775.0,112.505692343,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2635.84,2780.0,112.647912642,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2640.84,2785.0,112.789372865,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2645.84,2790.0,112.931589057,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2650.84,2795.0,113.073057887,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2655.84,2800.0,113.224317015,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2660.84,2805.0,113.374841409,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2665.84,2810.0,113.552321019,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2670.84,2815.0,113.729078431,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2675.84,2820.0,113.908214574,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2680.84,2825.0,114.086640953,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2685.84,2830.0,114.265772934,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2690.84,2835.0,114.444207475,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2695.84,2840.0,114.623331601,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2700.84,2845.0,114.801770497,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2705.84,2850.0,114.980888828,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2710.84,2855.0,115.159334018,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2715.84,2860.0,115.338446869,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2720.84,2865.0,115.516898539,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2725.84,2870.0,115.696004476,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2730.84,2875.0,115.874461059,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2735.84,2880.0,116.053562651,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2740.84,2885.0,116.232026579,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2745.84,2890.0,116.411120647,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2750.84,2895.0,116.589588599,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2755.84,2900.0,116.768679215,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2760.84,2905.0,116.947155117,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2765.84,2910.0,117.126237607,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2770.84,2915.0,117.304716636,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2775.84,2920.0,117.483795824,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2780.84,2925.0,117.662282653,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2785.84,2930.0,117.841354619,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2790.84,2935.0,118.01984517,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2795.84,2940.0,118.198911741,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2800.84,2945.0,118.377407686,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2805.84,2950.0,118.556469191,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2810.84,2955.0,118.734970702,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2815.84,2960.0,118.914027722,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2820.84,2965.0,119.092535217,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2825.84,2970.0,119.271587083,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2830.84,2975.0,119.450099731,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2835.84,2980.0,119.629146524,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2840.84,2985.0,119.807664245,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2845.84,2990.0,119.986706046,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2850.84,2995.0,120.165228758,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2855.84,3000.0,120.3442649,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2860.84,3005.0,120.52279177,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2865.84,3010.0,120.701822835,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2870.84,3015.0,120.880354282,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2875.84,3020.0,121.059381601,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2880.84,3025.0,121.237918794,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2885.84,3030.0,121.416941198,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2890.84,3035.0,121.595482805,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2895.84,3040.0,121.774501377,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2900.84,3045.0,121.953048315,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2905.84,3050.0,122.132060885,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2910.84,3055.0,122.310610825,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2915.84,3060.0,122.489619724,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2920.84,3065.0,122.668174834,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2925.84,3070.0,122.847179143,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2930.84,3075.0,123.025738343,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2935.84,3080.0,123.204737891,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2940.84,3085.0,123.383300851,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2945.84,3090.0,123.562297217,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2950.84,3095.0,123.740865359,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2955.84,3100.0,123.919857121,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2960.84,3105.0,124.098428867,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2965.84,3110.0,124.277416353,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2970.84,3115.0,124.455991874,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2975.84,3120.0,124.63497716,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2980.84,3125.0,124.813558381,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2985.84,3130.0,124.992537793,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2990.84,3135.0,125.17112778,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-2995.84,3140.0,125.350104627,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3000.84,3145.0,125.52869275,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3005.84,3150.0,125.707664118,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3010.84,3155.0,125.886254211,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3015.84,3160.0,126.065223923,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3020.84,3165.0,126.243819664,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3025.84,3170.0,126.422784542,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3030.84,3175.0,126.601382609,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3035.84,3180.0,126.780344225,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3040.84,3185.0,126.958946047,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3045.84,3190.0,127.137905222,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3050.84,3195.0,127.316511479,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3055.84,3200.0,127.495465031,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3060.84,3205.0,127.674072406,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3065.84,3210.0,127.853023904,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3070.84,3215.0,128.031635828,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3075.84,3220.0,128.210586089,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3080.84,3225.0,128.389203246,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3085.84,3230.0,128.568147836,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3090.84,3235.0,128.746765661,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3095.84,3240.0,128.925706644,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3100.84,3245.0,129.104327072,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3105.84,3250.0,129.283266762,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3110.84,3255.0,129.46189198,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3115.84,3260.0,129.64082844,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3120.84,3265.0,129.819456386,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3125.84,3270.0,129.998390428,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3130.84,3275.0,130.17702179,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3135.84,3280.0,130.355951724,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3140.84,3285.0,130.534584692,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3145.84,3290.0,130.713510577,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3150.84,3295.0,130.892145093,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3155.84,3300.0,131.071069237,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3160.84,3305.0,131.249707493,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3165.84,3310.0,131.287967722,4
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-3167.84,3312.0,131.303193119,4
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,214.89,0.0,42.6283797483,5
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,209.89,5.0,42.6310428261,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,204.89,10.0,42.6337555881,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,199.89,15.0,42.6365188994,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,194.89,20.0,42.6393336448,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,189.89,25.0,42.6422007286,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,184.89,30.0,42.6451210758,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,179.89,35.0,42.6480956326,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,174.89,40.0,42.6511253666,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,169.89,45.0,42.6542112679,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,164.89,50.0,42.6573543497,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,159.89,55.0,42.6605556487,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,154.89,60.0,42.663816226,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,149.89,65.0,42.6671371682,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,144.89,70.0,42.6705195873,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,139.89,75.0,42.6739646225,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,134.89,80.0,42.6774734404,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,129.89,85.0,42.6810472358,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,124.89,90.0,42.6846872332,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,119.89,95.0,42.688394687,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,114.89,100.0,42.6921708831,3
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,109.89,105.0,42.6960171395,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,104.89,110.0,42.6999348074,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,99.89,115.0,42.70397727,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,94.89,120.0,42.7080443372,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,89.89,125.0,42.7121872008,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,84.89,130.0,42.7164073629,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,79.89,135.0,42.7207063654,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,74.89,140.0,42.7250857909,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,69.89,145.0,42.7295472645,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,64.89,150.0,42.7340924546,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,59.89,155.0,42.7387230755,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,54.89,160.0,42.7434408879,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,49.89,165.0,42.7482477011,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,44.89,170.0,42.7531453749,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,39.89,175.0,42.7581358209,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,34.89,180.0,42.7632210048,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,29.89,185.0,42.768402948,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,24.89,190.0,42.7736837301,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,19.89,195.0,42.7790654906,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,14.89,200.0,42.7845504315,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,9.89,205.0,42.7901408194,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,4.89,210.0,42.7958389879,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-0.11,215.0,42.8016473405,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-5.11,220.0,42.8075683528,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-10.11,225.0,42.8136045758,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-15.11,230.0,42.8197586384,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-20.11,235.0,42.8260332506,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-25.11,240.0,42.8324312069,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-30.11,245.0,42.8389553892,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-35.11,250.0,42.845608771,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-40.11,255.0,42.8523944203,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-45.11,260.0,42.8593155041,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-50.11,265.0,42.8663752921,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-55.11,270.0,42.873577161,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-60.11,275.0,42.8809245991,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-65.11,280.0,42.8884212109,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-70.11,285.0,42.8960812146,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-75.11,290.0,42.903887611,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-80.11,295.0,42.9118547423,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-85.11,300.0,42.9199867289,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-90.11,305.0,42.9282878347,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-95.11,310.0,42.9367624728,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-100.11,315.0,42.9454152126,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-105.11,320.0,42.9542507864,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-110.11,325.0,42.9632740967,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-115.11,330.0,42.9724902242,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-120.11,335.0,42.9819044352,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-125.11,340.0,42.9915221906,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-130.11,345.0,43.0013491546,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-135.11,350.0,43.0113912042,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-140.11,355.0,43.0216544389,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-145.11,360.0,43.0321451911,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-150.11,365.0,43.0428700373,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-155.11,370.0,43.0538358091,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-160.11,375.0,43.0650496061,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-165.11,380.0,43.0765188078,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-170.11,385.0,43.0882510879,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-175.11,390.0,43.1002544279,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-180.11,395.0,43.112537132,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-185.11,400.0,43.1251078436,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-190.11,405.0,43.1379768859,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-195.11,410.0,43.1511510176,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-200.11,415.0,43.1646400511,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-205.11,420.0,43.1784566086,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-210.11,425.0,43.1926100818,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-215.11,430.0,43.2071115267,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-220.11,435.0,43.2219724742,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-225.11,440.0,43.2372049538,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-230.11,445.0,43.2528215189,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-235.11,450.0,43.2688352728,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-240.11,455.0,43.2852598965,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-245.11,460.0,43.3021096777,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-250.11,465.0,43.3193995408,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-255.11,470.0,43.3371450796,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-260.11,475.0,43.3553625898,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-265.11,480.0,43.3740691047,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-270.11,485.0,43.3932824313,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-275.11,490.0,43.4130211885,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-280.11,495.0,43.4333048469,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-285.11,500.0,43.4541537703,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-290.11,505.0,43.475589258,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-295.11,510.0,43.4976335901,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-300.11,515.0,43.5203100726,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-305.11,520.0,43.5436430854,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-310.11,525.0,43.5676605965,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-315.11,530.0,43.592384417,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-320.11,535.0,43.6178448421,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-325.11,540.0,43.644071042,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-330.11,545.0,43.671093512,0
REZOVACCKE_KRCCEVINE-2,688872.79,5073318.89,-335.11,550.0,43.6989441247,0
