holeid,x,y,z,MD,TVD,GM_lthology
Unknown_2,691636.55,5072723.1,-1449.02,1585.0,1585.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1454.02,1590.0,1590.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1459.02,1595.0,1595.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1464.02,1600.0,1600.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1469.02,1605.0,1605.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1474.02,1610.0,1610.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1479.02,1615.0,1615.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1484.02,1620.0,1620.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1489.02,1625.0,1625.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1494.02,1630.0,1630.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1499.02,1635.0,1635.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1504.02,1640.0,1640.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1509.02,1645.0,1645.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1514.02,1650.0,1650.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1519.02,1655.0,1655.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1524.02,1660.0,1660.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1529.02,1665.0,1665.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1534.02,1670.0,1670.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1539.02,1675.0,1675.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1544.02,1680.0,1680.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1549.02,1685.0,1685.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1554.02,1690.0,1690.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1559.02,1695.0,1695.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1564.02,1700.0,1700.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1569.02,1705.0,1705.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1574.02,1710.0,1710.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1579.02,1715.0,1715.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1584.02,1720.0,1720.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1589.02,1725.0,1725.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1594.02,1730.0,1730.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1599.02,1735.0,1735.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1604.02,1740.0,1740.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1609.02,1745.0,1745.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1614.02,1750.0,1750.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1619.02,1755.0,1755.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1624.02,1760.0,1760.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1629.02,1765.0,1765.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1634.02,1770.0,1770.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1639.02,1775.0,1775.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1644.02,1780.0,1780.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1649.02,1785.0,1785.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1654.02,1790.0,1790.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1659.02,1795.0,1795.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1664.02,1800.0,1800.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1669.02,1805.0,1805.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1674.02,1810.0,1810.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1679.02,1815.0,1815.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1684.02,1820.0,1820.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1689.02,1825.0,1825.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1694.02,1830.0,1830.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1699.02,1835.0,1835.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1704.02,1840.0,1840.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1709.02,1845.0,1845.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1714.02,1850.0,1850.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1719.02,1855.0,1855.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1724.02,1860.0,1860.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1729.02,1865.0,1865.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1734.02,1870.0,1870.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1739.02,1875.0,1875.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1744.02,1880.0,1880.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1749.02,1885.0,1885.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1754.02,1890.0,1890.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1759.02,1895.0,1895.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1764.02,1900.0,1900.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1769.02,1905.0,1905.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1774.02,1910.0,1910.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1779.02,1915.0,1915.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1784.02,1920.0,1920.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1789.02,1925.0,1925.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1794.02,1930.0,1930.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1799.02,1935.0,1935.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1804.02,1940.0,1940.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1809.02,1945.0,1945.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1814.02,1950.0,1950.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1819.02,1955.0,1955.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1824.02,1960.0,1960.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1829.02,1965.0,1965.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1834.02,1970.0,1970.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1839.02,1975.0,1975.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1844.02,1980.0,1980.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1849.02,1985.0,1985.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1854.02,1990.0,1990.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1859.02,1995.0,1995.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1864.02,2000.0,2000.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1869.02,2005.0,2005.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1874.02,2010.0,2010.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1879.02,2015.0,2015.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1884.02,2020.0,2020.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1889.02,2025.0,2025.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1894.02,2030.0,2030.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1899.02,2035.0,2035.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1904.02,2040.0,2040.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1909.02,2045.0,2045.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1914.02,2050.0,2050.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1919.02,2055.0,2055.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1924.02,2060.0,2060.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1929.02,2065.0,2065.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1934.02,2070.0,2070.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1939.02,2075.0,2075.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1944.02,2080.0,2080.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1949.02,2085.0,2085.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1954.02,2090.0,2090.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1959.02,2095.0,2095.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1964.02,2100.0,2100.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1969.02,2105.0,2105.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1974.02,2110.0,2110.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1979.02,2115.0,2115.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1984.02,2120.0,2120.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1989.02,2125.0,2125.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1994.02,2130.0,2130.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-1999.02,2135.0,2135.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2004.02,2140.0,2140.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2009.02,2145.0,2145.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2014.02,2150.0,2150.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2019.02,2155.0,2155.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2024.02,2160.0,2160.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2029.02,2165.0,2165.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2034.02,2170.0,2170.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2039.02,2175.0,2175.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2044.02,2180.0,2180.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2049.02,2185.0,2185.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2054.02,2190.0,2190.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2059.02,2195.0,2195.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2064.02,2200.0,2200.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2069.02,2205.0,2205.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2074.02,2210.0,2210.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2079.02,2215.0,2215.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2084.02,2220.0,2220.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2089.02,2225.0,2225.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2094.02,2230.0,2230.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2099.02,2235.0,2235.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2104.02,2240.0,2240.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2109.02,2245.0,2245.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2114.02,2250.0,2250.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2119.02,2255.0,2255.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2124.02,2260.0,2260.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2129.02,2265.0,2265.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2134.02,2270.0,2270.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2139.02,2275.0,2275.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2144.02,2280.0,2280.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2149.02,2285.0,2285.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2154.02,2290.0,2290.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2159.02,2295.0,2295.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2164.02,2300.0,2300.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2169.02,2305.0,2305.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2174.02,2310.0,2310.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2179.02,2315.0,2315.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2184.02,2320.0,2320.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2189.02,2325.0,2325.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2194.02,2330.0,2330.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2199.02,2335.0,2335.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2204.02,2340.0,2340.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2209.02,2345.0,2345.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2214.02,2350.0,2350.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2219.02,2355.0,2355.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2224.02,2360.0,2360.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2229.02,2365.0,2365.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2234.02,2370.0,2370.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2239.02,2375.0,2375.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2244.02,2380.0,2380.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2249.02,2385.0,2385.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2254.02,2390.0,2390.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2259.02,2395.0,2395.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2264.02,2400.0,2400.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2269.02,2405.0,2405.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2274.02,2410.0,2410.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2279.02,2415.0,2415.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2284.02,2420.0,2420.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2289.02,2425.0,2425.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2294.02,2430.0,2430.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2299.02,2435.0,2435.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2304.02,2440.0,2440.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2309.02,2445.0,2445.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2314.02,2450.0,2450.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2319.02,2455.0,2455.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2324.02,2460.0,2460.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2329.02,2465.0,2465.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2334.02,2470.0,2470.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2339.02,2475.0,2475.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2344.02,2480.0,2480.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2349.02,2485.0,2485.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2354.02,2490.0,2490.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2359.02,2495.0,2495.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2364.02,2500.0,2500.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2369.02,2505.0,2505.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2374.02,2510.0,2510.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2379.02,2515.0,2515.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2384.02,2520.0,2520.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2389.02,2525.0,2525.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2394.02,2530.0,2530.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2399.02,2535.0,2535.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2404.02,2540.0,2540.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2409.02,2545.0,2545.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2414.02,2550.0,2550.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2419.02,2555.0,2555.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2424.02,2560.0,2560.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2429.02,2565.0,2565.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2434.02,2570.0,2570.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2439.02,2575.0,2575.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2444.02,2580.0,2580.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2449.02,2585.0,2585.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2454.02,2590.0,2590.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2459.02,2595.0,2595.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2464.02,2600.0,2600.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2469.02,2605.0,2605.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2474.02,2610.0,2610.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2479.02,2615.0,2615.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2484.02,2620.0,2620.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2489.02,2625.0,2625.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2494.02,2630.0,2630.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2499.02,2635.0,2635.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2504.02,2640.0,2640.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2509.02,2645.0,2645.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2514.02,2650.0,2650.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2519.02,2655.0,2655.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2524.02,2660.0,2660.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2529.02,2665.0,2665.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2534.02,2670.0,2670.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2539.02,2675.0,2675.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2544.02,2680.0,2680.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2549.02,2685.0,2685.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2554.02,2690.0,2690.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2559.02,2695.0,2695.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2564.02,2700.0,2700.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2569.02,2705.0,2705.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2574.02,2710.0,2710.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2579.02,2715.0,2715.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2584.02,2720.0,2720.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2589.02,2725.0,2725.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2594.02,2730.0,2730.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2599.02,2735.0,2735.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2604.02,2740.0,2740.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2609.02,2745.0,2745.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2614.02,2750.0,2750.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2619.02,2755.0,2755.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2624.02,2760.0,2760.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2629.02,2765.0,2765.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2634.02,2770.0,2770.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2639.02,2775.0,2775.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2644.02,2780.0,2780.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2649.02,2785.0,2785.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2654.02,2790.0,2790.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2659.02,2795.0,2795.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2664.02,2800.0,2800.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2669.02,2805.0,2805.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2674.02,2810.0,2810.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2679.02,2815.0,2815.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2684.02,2820.0,2820.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2689.02,2825.0,2825.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2694.02,2830.0,2830.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2699.02,2835.0,2835.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2704.02,2840.0,2840.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2709.02,2845.0,2845.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2714.02,2850.0,2850.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2719.02,2855.0,2855.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2724.02,2860.0,2860.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2729.02,2865.0,2865.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2734.02,2870.0,2870.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2739.02,2875.0,2875.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2744.02,2880.0,2880.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2749.02,2885.0,2885.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2754.02,2890.0,2890.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2759.02,2895.0,2895.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2764.02,2900.0,2900.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2769.02,2905.0,2905.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2774.02,2910.0,2910.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2779.02,2915.0,2915.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2784.02,2920.0,2920.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2789.02,2925.0,2925.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2794.02,2930.0,2930.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2799.02,2935.0,2935.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2804.02,2940.0,2940.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2809.02,2945.0,2945.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2814.02,2950.0,2950.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2819.02,2955.0,2955.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2824.02,2960.0,2960.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2829.02,2965.0,2965.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2834.02,2970.0,2970.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2839.02,2975.0,2975.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2844.02,2980.0,2980.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2849.02,2985.0,2985.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2854.02,2990.0,2990.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2859.02,2995.0,2995.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2864.02,3000.0,3000.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2869.02,3005.0,3005.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2874.02,3010.0,3010.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2879.02,3015.0,3015.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2884.02,3020.0,3020.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2889.02,3025.0,3025.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2894.02,3030.0,3030.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2899.02,3035.0,3035.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2904.02,3040.0,3040.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2909.02,3045.0,3045.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2914.02,3050.0,3050.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2919.02,3055.0,3055.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2924.02,3060.0,3060.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2929.02,3065.0,3065.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2934.02,3070.0,3070.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2939.02,3075.0,3075.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2944.02,3080.0,3080.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2949.02,3085.0,3085.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2954.02,3090.0,3090.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2959.02,3095.0,3095.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2964.02,3100.0,3100.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2969.02,3105.0,3105.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2974.02,3110.0,3110.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2979.02,3115.0,3115.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2984.02,3120.0,3120.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2989.02,3125.0,3125.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2994.02,3130.0,3130.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-2999.02,3135.0,3135.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3004.02,3140.0,3140.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3009.02,3145.0,3145.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3014.02,3150.0,3150.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3019.02,3155.0,3155.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3024.02,3160.0,3160.0,Marls and Sandstones
Unknown_2,691636.55,5072723.1,-3029.02,3165.0,3165.0,Marls and Sandstones
