holeid,x,y,z,TVD,PERM,POR,GM_lthology
REZOVACCKE-1_planed,689340.71,5072557.33,-1705.84,1850.0,3.89163156282,20.4269494026,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1710.84,1855.0,3.88864975726,20.3295314184,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1715.84,1860.0,3.8561343092,19.4331533403,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1720.84,1865.0,3.82372589612,18.5370603255,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1725.84,1870.0,4.10659745355,19.8371964149,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1730.84,1875.0,4.3895012987,21.1373840154,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1735.84,1880.0,3.91977313906,20.9169935357,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1740.84,1885.0,3.45015501524,20.6967593075,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1745.84,1890.0,3.45919480635,20.9332429401,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1750.84,1895.0,3.46832389292,21.1698475403,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1755.84,1900.0,3.47350678692,21.005864242,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1760.84,1905.0,3.47877202551,20.8420386215,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1765.84,1910.0,3.46749834778,20.8666980865,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1770.84,1915.0,3.45630634894,20.8914381165,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1775.84,1920.0,3.42366046343,19.9158666591,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1780.84,1925.0,3.39110015067,18.9405147666,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1785.84,1930.0,3.39287567612,19.0004105971,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1790.84,1935.0,3.39473934144,19.0605285788,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1795.84,1940.0,3.4589711264,19.8140233341,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1800.84,1945.0,3.52326951853,20.5675114618,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1805.84,1950.0,3.35635299613,18.9340778241,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1810.84,1955.0,3.18953173601,17.3009149259,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1815.84,1960.0,3.23122829656,17.5127258794,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1820.84,1965.0,3.27301111071,17.7247684476,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1825.84,1970.0,3.32961409977,18.5216687872,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1830.84,1975.0,3.38629616193,19.3186861592,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1835.84,1980.0,3.39868527415,19.328579583,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1840.84,1985.0,3.41115021972,19.3385753212,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1845.84,1990.0,3.34932711478,18.5640196078,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1850.84,1995.0,3.28758693346,17.7896433867,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1855.84,2000.0,3.257090474,17.2543647566,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1860.84,2005.0,3.2266807101,16.7193301021,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1865.84,2010.0,3.2661199777,17.1096031947,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1870.84,2015.0,3.30564014599,17.50004364,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1875.84,2020.0,3.33549134683,17.649343886,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1880.84,2025.0,3.36541852382,17.7987870742,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1885.84,2030.0,3.3378895371,17.5570710933,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1890.84,2035.0,3.31044284855,17.315540587,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1895.84,2040.0,3.32530164117,17.2748625066,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1900.84,2045.0,3.34023201222,17.2343453248,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1905.84,2050.0,3.24243195711,16.9580140188,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1910.84,2055.0,3.1447112794,16.6819052239,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1915.84,2060.0,3.07261431507,17.0737212531,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1920.84,2065.0,3.00060161478,17.4656697805,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1925.84,2070.0,3.00508482346,17.156677259,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1930.84,2075.0,3.00964163624,16.8478376579,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1935.84,2080.0,2.94583241998,16.3433648898,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1940.84,2085.0,2.88210716227,15.8391148872,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1945.84,2090.0,2.92257766548,16.0071676688,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1950.84,2095.0,2.96312219177,16.1753796135,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1955.84,2100.0,2.95353416474,16.0187094489,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1960.84,2105.0,2.94402343318,15.8622462353,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1965.84,2110.0,2.96336029501,16.2032398478,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1970.84,2115.0,2.98277140807,16.544364479,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1975.84,2120.0,2.98627993069,16.2311018004,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1980.84,2125.0,2.98986194774,15.9180385012,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1985.84,2130.0,2.98457476238,16.0817955276,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1990.84,2135.0,2.97936679155,16.2457574785,3
REZOVACCKE-1_planed,689340.71,5072557.33,-1995.84,2140.0,3.05185319028,16.791855988,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2000.84,2145.0,3.12440371087,17.3380459169,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2005.84,2150.0,3.06645079902,16.7634596342,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2010.84,2155.0,3.00856529028,16.1890099457,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2015.84,2160.0,2.90987544606,15.375016399,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2020.84,2165.0,2.81127607406,14.5613960475,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2025.84,2170.0,2.98071263471,16.5907235292,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2030.84,2175.0,3.15021032727,18.6200722925,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2035.84,2180.0,3.15066564691,18.2404684992,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2040.84,2185.0,3.15119043273,17.8610413608,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2045.84,2190.0,3.1794092911,18.0711130678,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2050.84,2195.0,3.20769142481,18.2813075657,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2055.84,2200.0,3.15916225216,17.8837259611,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2060.84,2205.0,3.11069793087,17.4862648335,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2065.84,2210.0,3.0360838416,16.6764968134,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2070.84,2215.0,2.96154225025,15.8669305135,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2075.84,2220.0,2.96829155747,15.7437133508,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2080.84,2225.0,2.97510467011,15.6206298883,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2085.84,2230.0,2.94007809004,15.1125108079,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2090.84,2235.0,2.90512197533,14.6046135061,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2095.84,2240.0,2.95138506004,15.1144616441,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2100.84,2245.0,2.99771296135,15.6244902001,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2105.84,2250.0,3.04101869168,16.3938968295,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2110.84,2255.0,3.08438282289,17.1633927377,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2115.84,2260.0,3.06442050954,17.1174215673,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2120.84,2265.0,3.04451953305,17.0715604031,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2125.84,2270.0,3.02378743049,16.7039227885,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2130.84,2275.0,3.00312098258,16.3364908611,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2135.84,2280.0,3.04260361036,16.8980263543,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2140.84,2285.0,3.08214346768,17.4596786657,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2145.84,2290.0,3.07046792784,17.5765874794,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2150.84,2295.0,3.05885724613,17.6936889859,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2155.84,2300.0,3.13062428954,18.6581724941,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2160.84,2305.0,3.20244682065,19.6227366609,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2165.84,2310.0,3.22133075001,19.7414418089,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2170.84,2315.0,3.24027001022,19.8601875898,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2175.84,2320.0,3.23950000719,18.9088754505,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2180.84,2325.0,3.2387858546,17.9576993133,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2185.84,2330.0,3.23272214772,17.304205646,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2190.84,2335.0,3.22671116537,16.6508535089,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2195.84,2340.0,3.18340131746,16.1832693689,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2200.84,2345.0,3.1401508693,15.7158375901,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2205.84,2350.0,3.16802441644,15.6387987472,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2210.84,2355.0,3.19594953521,15.5618938596,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2215.84,2360.0,3.183700154,15.6319187716,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2220.84,2365.0,3.17150332902,15.702033419,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2225.84,2370.0,3.16344111933,15.4001508316,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2230.84,2375.0,3.15542951169,15.0984200273,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2235.84,2380.0,3.13027287028,15.3910537485,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2240.84,2385.0,3.10517329477,15.6838310519,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2245.84,2390.0,3.1664386468,16.3405247215,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2250.84,2395.0,3.22775272691,16.9973401179,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2255.84,2400.0,3.25772831643,17.8004709007,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2260.84,2405.0,3.28774693376,18.6035719668,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2265.84,2410.0,3.24090377741,17.5778837343,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2270.84,2415.0,3.1941099282,16.5523206817,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2275.84,2420.0,3.17520419021,16.1632092981,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2280.84,2425.0,3.15634146192,15.7741624753,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2285.84,2430.0,3.07482839512,14.8339356555,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2290.84,2435.0,2.99335756645,13.8938608443,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2295.84,2440.0,2.86572048761,13.8242600136,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2300.84,2445.0,2.73813206417,13.754765899,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2305.84,2450.0,2.66048019921,13.7483063421,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2310.84,2455.0,2.58288605407,13.7419721987,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2315.84,2460.0,2.67395237382,14.2263735397,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2320.84,2465.0,2.765057527,14.7108250572,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2325.84,2470.0,2.76107916704,14.6372929349,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2330.84,2475.0,2.7571443338,14.5638600508,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2335.84,2480.0,2.77690237706,14.8115507945,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2340.84,2485.0,2.79669587571,15.0592775904,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2345.84,2490.0,2.72277802428,14.6683289583,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2350.84,2495.0,2.64890209992,14.2774571471,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2355.84,2500.0,2.59985807432,14.0002263355,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2360.84,2505.0,2.55086672434,13.7231163155,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2365.84,2510.0,2.66414749157,14.0726896607,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2370.84,2515.0,2.7774647595,14.4223400744,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2375.84,2520.0,2.8225798035,14.7634114155,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2380.84,2525.0,2.86773005633,15.1045444019,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2385.84,2530.0,2.87653157652,15.3750375357,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2390.84,2535.0,2.88536536224,15.6455366303,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2395.84,2540.0,2.82394883354,15.1434224296,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2400.84,2545.0,2.76256233878,14.6413411219,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2405.84,2550.0,2.61747601028,13.8897497274,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2410.84,2555.0,2.4724376903,13.1383034073,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2415.84,2560.0,2.50055808944,13.6131554069,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2420.84,2565.0,2.52870994261,14.0880044546,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2425.84,2570.0,2.47443186657,13.5828105999,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2430.84,2575.0,2.42019853278,13.0777372686,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2435.84,2580.0,2.51682789423,13.6726683893,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2440.84,2585.0,2.613469883,14.267541667,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2445.84,2590.0,2.39841651602,13.1717343504,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2450.84,2595.0,2.18344836738,12.0762936733,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2455.84,2600.0,2.72757052391,15.6188246501,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2460.84,2605.0,3.27168233167,19.1611089319,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2465.84,2610.0,3.11436735114,18.0308751592,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2470.84,2615.0,2.95709503595,16.9007618343,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2475.84,2620.0,3.06876197725,17.6533712061,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2480.84,2625.0,3.18044490046,18.4058581135,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2485.84,2630.0,3.05025012315,16.7116253095,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2490.84,2635.0,2.92008594629,15.017483101,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2495.84,2640.0,2.84136639464,14.5221899442,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2500.84,2645.0,2.76267148469,14.0269410939,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2505.84,2650.0,2.61714572661,13.5456820162,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2510.84,2655.0,2.47165025041,13.0644471195,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2515.84,2660.0,2.36614009057,12.5647789365,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2520.84,2665.0,2.26068268442,12.0652521657,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2525.84,2670.0,2.49284186983,13.1854069013,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2530.84,2675.0,2.7249928305,14.3054080797,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2535.84,2680.0,2.43036087954,12.8233584744,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2540.84,2685.0,2.13577071996,11.3414092124,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2545.84,2690.0,2.14553065728,11.439084914,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2550.84,2695.0,2.15531897014,11.5367878282,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2555.84,2700.0,2.16120138705,11.5775799978,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2560.84,2705.0,2.16711494644,11.6184354944,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2565.84,2710.0,2.26824844919,12.4067565008,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2570.84,2715.0,2.36942349327,13.195183989,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2575.84,2720.0,2.7010017903,15.2276080553,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2580.84,2725.0,3.03262708869,17.2600830535,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2585.84,2730.0,3.65692744201,19.7466903376,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2590.84,2735.0,4.28132836771,22.2332323328,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2595.84,2740.0,5.92441673026,23.7744580547,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2600.84,2745.0,7.56734130434,25.3155066204,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2605.84,2750.0,6.53829200399,24.6712349785,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2610.84,2755.0,5.50921763352,24.0267298937,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2615.84,2760.0,4.30739434306,20.6832258124,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2620.84,2765.0,3.10566448993,17.3398288544,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2625.84,2770.0,2.93414283494,16.0395480996,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2630.84,2775.0,2.76267187846,14.7393885524,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2635.84,2780.0,2.85399668067,14.933144296,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2640.84,2785.0,2.94541420157,15.1270442788,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2645.84,2790.0,4.00577938944,17.2603641294,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2650.84,2795.0,5.06629839047,19.3936887764,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2655.84,2800.0,7.81662542582,21.5460829175,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2660.84,2805.0,10.5666442529,23.6983096542,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2665.84,2810.0,8.63857877091,23.8956395026,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2670.84,2815.0,6.71048744876,24.0927625223,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2675.84,2820.0,4.99108496398,22.1678881477,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2680.84,2825.0,3.27186275306,20.2432211593,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2685.84,2830.0,3.75600781995,21.8756316937,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2690.84,2835.0,4.24014330271,23.5078436604,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2695.84,2840.0,4.03567700025,22.299040716,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2700.84,2845.0,3.83124362318,21.0902255867,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2705.84,2850.0,4.0010548732,20.660482697,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2710.84,2855.0,4.17088689131,20.2307758509,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2715.84,2860.0,4.38384550795,20.6729804774,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2720.84,2865.0,4.59675925384,21.1150547584,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2725.84,2870.0,4.02722238449,20.1960238886,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2730.84,2875.0,3.45770709408,19.2768829921,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2735.84,2880.0,3.151015394,17.6759535444,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2740.84,2885.0,2.84436783265,16.0751249791,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2745.84,2890.0,2.94202256331,16.5714942969,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2750.84,2895.0,3.039717571,17.0680242549,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2755.84,2900.0,3.47432099605,20.0450416904,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2760.84,2905.0,3.90907757555,23.0218390402,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2765.84,2910.0,6.22906653268,23.2896135224,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2770.84,2915.0,8.54879067323,23.5572560732,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2775.84,2920.0,6.84362912404,23.1972914427,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2780.84,2925.0,5.13848016702,22.8371221993,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2785.84,2930.0,4.15020112121,20.5495386461,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2790.84,2935.0,3.16200961659,18.262012586,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2795.84,2940.0,3.1301088101,17.8395518002,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2800.84,2945.0,3.09824409752,17.4171215839,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2805.84,2950.0,3.29320345941,17.8941371056,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2810.84,2955.0,3.48814755743,18.3710704173,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2815.84,2960.0,3.34142111514,18.4030402173,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2820.84,2965.0,3.19470248861,18.4348511529,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2825.84,2970.0,3.11934196341,17.2275870155,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2830.84,2975.0,3.04396517651,16.0201791562,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2835.84,2980.0,2.65173672752,13.9305496071,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2840.84,2985.0,2.25954203846,11.8410090676,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2845.84,2990.0,2.2981443297,11.9819073491,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2850.84,2995.0,2.33676966259,12.1228488653,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2855.84,3000.0,2.5430988069,13.377063412,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2860.84,3005.0,2.74941364826,14.6310940009,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2865.84,3010.0,2.66628112609,14.1204444053,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2870.84,3015.0,2.58315626975,13.6097368404,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2875.84,3020.0,2.5886930603,13.529906007,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2880.84,3025.0,2.59423971853,13.4500327839,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2885.84,3030.0,2.66051171129,13.661066874,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2890.84,3035.0,2.72678116147,13.8720130975,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2895.84,3040.0,2.6946520448,13.7906829195,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2900.84,3045.0,2.66250263331,13.7092058162,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2905.84,3050.0,2.32182574328,12.6396255222,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2910.84,3055.0,1.98120156854,11.5701596929,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2915.84,3060.0,2.35958437705,13.1745753083,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2920.84,3065.0,2.73794220742,14.7787657451,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2925.84,3070.0,2.61655129319,13.8550563304,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2930.84,3075.0,2.49517380215,12.9313823436,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2935.84,3080.0,2.59872933246,13.8716975993,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2940.84,3085.0,2.70231014626,14.812014648,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2945.84,3090.0,3.0746588612,16.4357127647,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2950.84,3095.0,3.44696093134,18.0591587008,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2955.84,3100.0,3.10895119346,17.1190414162,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2960.84,3105.0,2.77096141604,16.1788622467,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2965.84,3110.0,2.78893642492,15.7860908979,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2970.84,3115.0,2.80691813857,15.3932412558,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2975.84,3120.0,2.8271533226,14.8066196264,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2980.84,3125.0,2.8473757238,14.2199128418,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2985.84,3130.0,2.6659725961,13.4620437622,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2990.84,3135.0,2.48457476667,12.7041272019,3
REZOVACCKE-1_planed,689340.71,5072557.33,-2995.84,3140.0,2.38158316667,12.2730564149,3
REZOVACCKE-1_planed,689340.71,5072557.33,-3000.84,3145.0,2.27861161588,11.841987648,3
REZOVACCKE-1_planed,689340.71,5072557.33,-3005.84,3150.0,2.40876313642,12.3157144275,3
REZOVACCKE-1_planed,689340.71,5072557.33,-3010.84,3155.0,2.5389010848,12.7893146271,3
REZOVACCKE-1_planed,689340.71,5072557.33,-3015.84,3160.0,2.4220175576,12.318033914,3
REZOVACCKE-1_planed,689340.71,5072557.33,-3020.84,3165.0,2.30515078571,11.846753714,3
REZOVACCKE-1_planed,689340.71,5072557.33,-3025.84,3170.0,2.43202421278,12.4440472281,3
REZOVACCKE-1_planed,689340.71,5072557.33,-3030.84,3175.0,2.55889540196,13.0412563693,3
REZOVACCKE-1_planed,689340.71,5072557.33,-3035.84,3180.0,2.59150965441,13.2091143761,3
REZOVACCKE-1_planed,689340.71,5072557.33,-3040.84,3185.0,2.62410606674,13.3768184677,3
REZOVACCKE-1_planed,689340.71,5072557.33,-3045.84,3190.0,2.40702633495,12.403473948,3
